"","plot","subplot","species","climate","management","size_t0","size_t1","fl_spring_before","fl_spring_after","fl_fall","sl_spring_t0","sl_fall_t0","sl_spring_t1","transition","survival","fl_all","new_individual","year","kicker_col","treatment","spec_treat","ind_t0","flower_pr"
"16710","9_1",2,"Bro_ere","future","mowing",0.5,4,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16711","9_1",2,"Bro_ere","future","mowing",0.5,4,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16712","9_1",2,"Bro_ere","future","mowing",0.5,4,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_2","future_mowing","Bro_ere_future_mowing",1,0
"16735","9_1",3,"Bro_ere","future","mowing",100,90,NA,NA,NA,6,0,2,4,1,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16736","9_1",3,"Bro_ere","future","mowing",42,16,NA,NA,NA,6,0,2,4,1,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16737","9_1",3,"Bro_ere","future","mowing",12,9,NA,NA,NA,6,0,2,4,1,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16738","9_1",3,"Bro_ere","future","mowing",2,4,NA,NA,NA,6,0,2,4,1,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16739","9_1",3,"Bro_ere","future","mowing",4,12,NA,NA,NA,0,0,2,4,1,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16740","9_1",3,"Bro_ere","future","mowing",1,NA,NA,NA,NA,0,0,2,4,0,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16741","9_1",3,"Bro_ere","future","mowing",1,2.25,NA,NA,NA,0,0,2,4,1,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16742","9_1",3,"Bro_ere","future","mowing",0.5,3,NA,NA,NA,0,0,2,4,1,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16743","9_1",3,"Bro_ere","future","mowing",1,NA,NA,NA,NA,0,0,0,4,0,0,0,2021,"9_1_3","future_mowing","Bro_ere_future_mowing",1,0
"16758","9_1",4,"Bro_ere","future","mowing",NA,0.25,NA,NA,NA,0,0,6,4,0,0,1,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"16759","9_1",4,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,3,0,6,4,0,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",NA,0
"16760","9_1",4,"Bro_ere","future","mowing",9,2,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16761","9_1",4,"Bro_ere","future","mowing",4,12,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16762","9_1",4,"Bro_ere","future","mowing",9,9,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16763","9_1",4,"Bro_ere","future","mowing",12,12,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16764","9_1",4,"Bro_ere","future","mowing",4,9,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16765","9_1",4,"Bro_ere","future","mowing",1.5,1,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16766","9_1",4,"Bro_ere","future","mowing",1,4,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16767","9_1",4,"Bro_ere","future","mowing",6,6,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16768","9_1",4,"Bro_ere","future","mowing",1,6,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16769","9_1",4,"Bro_ere","future","mowing",1,4,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16770","9_1",4,"Bro_ere","future","mowing",2,9,NA,NA,NA,3,0,6,4,1,0,0,2021,"9_1_4","future_mowing","Bro_ere_future_mowing",1,0
"16776","9_1",5,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,5,0,2,4,0,0,0,2021,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"16777","9_1",5,"Bro_ere","future","mowing",NA,1,NA,NA,NA,0,0,2,4,0,0,1,2021,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"16778","9_1",5,"Bro_ere","future","mowing",NA,0.25,NA,NA,NA,0,0,2,4,0,0,1,2021,"9_1_5","future_mowing","Bro_ere_future_mowing",NA,0
"16779","9_1",5,"Bro_ere","future","mowing",1,0.5,NA,NA,NA,0,0,2,4,1,0,0,2021,"9_1_5","future_mowing","Bro_ere_future_mowing",1,0
"16780","9_1",5,"Bro_ere","future","mowing",2,4,NA,NA,NA,0,0,2,4,1,0,0,2021,"9_1_5","future_mowing","Bro_ere_future_mowing",1,0
"16781","9_1",5,"Bro_ere","future","mowing",0.5,6,NA,NA,NA,0,0,2,4,1,0,0,2021,"9_1_5","future_mowing","Bro_ere_future_mowing",1,0
"16782","9_1",5,"Bro_ere","future","mowing",1,0.25,NA,NA,NA,0,0,2,4,1,0,0,2021,"9_1_5","future_mowing","Bro_ere_future_mowing",1,0
"16783","9_1",5,"Bro_ere","future","mowing",2,6,NA,NA,NA,0,0,2,4,1,0,0,2021,"9_1_5","future_mowing","Bro_ere_future_mowing",1,0
"16809","9_1",6,"Bro_ere","future","mowing",NA,0.25,NA,NA,NA,0,0,1,4,0,0,1,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",NA,0
"16810","9_1",6,"Bro_ere","future","mowing",NA,0.5,NA,NA,NA,0,0,1,4,0,0,1,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",NA,0
"16811","9_1",6,"Bro_ere","future","mowing",12,16,NA,NA,NA,2,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16812","9_1",6,"Bro_ere","future","mowing",25,20,NA,NA,NA,2,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16813","9_1",6,"Bro_ere","future","mowing",6,9,NA,NA,NA,2,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16814","9_1",6,"Bro_ere","future","mowing",1,4,NA,NA,NA,2,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16815","9_1",6,"Bro_ere","future","mowing",12,12,NA,NA,NA,2,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16816","9_1",6,"Bro_ere","future","mowing",1,NA,NA,NA,NA,2,0,1,4,0,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16817","9_1",6,"Bro_ere","future","mowing",6,1.5,NA,NA,NA,2,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16818","9_1",6,"Bro_ere","future","mowing",1,0.25,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16819","9_1",6,"Bro_ere","future","mowing",1,1.5,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16820","9_1",6,"Bro_ere","future","mowing",1,6,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_1_6","future_mowing","Bro_ere_future_mowing",1,0
"16847","9_1",7,"Bro_ere","future","mowing",NA,0.25,NA,NA,NA,0,0,2,4,0,0,1,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"16848","9_1",7,"Bro_ere","future","mowing",NA,0.25,NA,NA,NA,0,0,2,4,0,0,1,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",NA,0
"16849","9_1",7,"Bro_ere","future","mowing",42,42,NA,NA,NA,4,0,2,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16850","9_1",7,"Bro_ere","future","mowing",16,12,NA,NA,NA,4,0,2,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16851","9_1",7,"Bro_ere","future","mowing",25,25,NA,NA,NA,4,0,2,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16852","9_1",7,"Bro_ere","future","mowing",6,12,NA,NA,NA,4,0,2,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16853","9_1",7,"Bro_ere","future","mowing",4,12,NA,NA,NA,0,0,0,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16854","9_1",7,"Bro_ere","future","mowing",0.25,2,NA,NA,NA,0,0,0,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16855","9_1",7,"Bro_ere","future","mowing",0.75,1,NA,NA,NA,0,0,0,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16856","9_1",7,"Bro_ere","future","mowing",1,1,NA,NA,NA,0,0,0,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16857","9_1",7,"Bro_ere","future","mowing",0.25,0.25,NA,NA,NA,0,0,0,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16858","9_1",7,"Bro_ere","future","mowing",1,NA,NA,NA,NA,0,0,0,4,0,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16859","9_1",7,"Bro_ere","future","mowing",1,0.5,NA,NA,NA,0,0,0,4,1,0,0,2021,"9_1_7","future_mowing","Bro_ere_future_mowing",1,0
"16869","9_1",8,"Bro_ere","future","mowing",NA,1,NA,NA,NA,0,0,3,4,0,0,1,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",NA,0
"16870","9_1",8,"Bro_ere","future","mowing",NA,NA,NA,NA,NA,0,0,3,4,0,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",NA,0
"16871","9_1",8,"Bro_ere","future","mowing",9,9,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16872","9_1",8,"Bro_ere","future","mowing",35,30,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16873","9_1",8,"Bro_ere","future","mowing",12,4,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16874","9_1",8,"Bro_ere","future","mowing",6,12,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16875","9_1",8,"Bro_ere","future","mowing",6,12,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16876","9_1",8,"Bro_ere","future","mowing",4,6,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16877","9_1",8,"Bro_ere","future","mowing",0.5,1,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16878","9_1",8,"Bro_ere","future","mowing",2,6,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16879","9_1",8,"Bro_ere","future","mowing",2,9,NA,NA,NA,4,0,3,4,1,0,0,2021,"9_1_8","future_mowing","Bro_ere_future_mowing",1,0
"16884","9_4",1,"Bro_ere","future","grazing",72,42,20,NA,NA,1,0,3,4,1,0,0,2021,"9_4_1","future_grazing","Bro_ere_future_grazing",1,0
"16885","9_4",1,"Bro_ere","future","grazing",9,12,4,NA,NA,1,0,3,4,1,0,0,2021,"9_4_1","future_grazing","Bro_ere_future_grazing",1,0
"16886","9_4",1,"Bro_ere","future","grazing",30,12,25,NA,NA,1,0,3,4,1,0,0,2021,"9_4_1","future_grazing","Bro_ere_future_grazing",1,0
"16887","9_4",1,"Bro_ere","future","grazing",35,9,10,NA,NA,1,0,3,4,1,0,0,2021,"9_4_1","future_grazing","Bro_ere_future_grazing",1,0
"16902","9_4",2,"Bro_ere","future","grazing",NA,0.25,NA,NA,NA,0,0,0,4,0,0,1,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"16903","9_4",2,"Bro_ere","future","grazing",NA,0.5,NA,NA,NA,0,0,0,4,0,0,1,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"16904","9_4",2,"Bro_ere","future","grazing",NA,0.25,NA,NA,NA,0,0,0,4,0,0,1,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"16905","9_4",2,"Bro_ere","future","grazing",NA,0.5,NA,NA,NA,0,0,0,4,0,0,1,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",NA,0
"16906","9_4",2,"Bro_ere","future","grazing",72,90,29,NA,NA,11,0,5,4,1,0,0,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",1,0
"16907","9_4",2,"Bro_ere","future","grazing",64,30,24,NA,NA,11,0,5,4,1,0,0,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",1,0
"16908","9_4",2,"Bro_ere","future","grazing",6,16,4,NA,NA,11,0,5,4,1,0,0,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",1,0
"16909","9_4",2,"Bro_ere","future","grazing",12,16,NA,NA,NA,11,0,5,4,1,0,0,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",1,0
"16910","9_4",2,"Bro_ere","future","grazing",0.25,NA,NA,NA,NA,11,0,5,4,0,0,0,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",1,0
"16911","9_4",2,"Bro_ere","future","grazing",0.25,NA,NA,NA,NA,11,0,5,4,0,0,0,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",1,0
"16912","9_4",2,"Bro_ere","future","grazing",1,6,NA,NA,NA,11,0,5,4,1,0,0,2021,"9_4_2","future_grazing","Bro_ere_future_grazing",1,0
"16929","9_4",3,"Bro_ere","future","grazing",NA,0.25,NA,NA,NA,0,0,1,4,0,0,1,2021,"9_4_3","future_grazing","Bro_ere_future_grazing",NA,0
"16930","9_4",3,"Bro_ere","future","grazing",81,100,19,NA,NA,4,0,1,4,1,0,0,2021,"9_4_3","future_grazing","Bro_ere_future_grazing",1,0
"16931","9_4",3,"Bro_ere","future","grazing",72,80,27,NA,NA,4,0,1,4,1,0,0,2021,"9_4_3","future_grazing","Bro_ere_future_grazing",1,0
"16932","9_4",3,"Bro_ere","future","grazing",42,24,8,NA,NA,4,0,1,4,1,0,0,2021,"9_4_3","future_grazing","Bro_ere_future_grazing",1,0
"16933","9_4",3,"Bro_ere","future","grazing",54,12,11,NA,NA,4,0,1,4,1,0,0,2021,"9_4_3","future_grazing","Bro_ere_future_grazing",1,0
"16934","9_4",3,"Bro_ere","future","grazing",0.25,NA,NA,NA,NA,4,0,1,4,0,0,0,2021,"9_4_3","future_grazing","Bro_ere_future_grazing",1,0
"16935","9_4",3,"Bro_ere","future","grazing",0.5,NA,NA,NA,NA,4,0,1,4,0,0,0,2021,"9_4_3","future_grazing","Bro_ere_future_grazing",1,0
"16952","9_4",4,"Bro_ere","future","grazing",156,144,42,NA,NA,1,0,3,4,1,0,0,2021,"9_4_4","future_grazing","Bro_ere_future_grazing",1,0
"16953","9_4",4,"Bro_ere","future","grazing",108,80,67,NA,NA,1,0,3,4,1,0,0,2021,"9_4_4","future_grazing","Bro_ere_future_grazing",1,0
"16954","9_4",4,"Bro_ere","future","grazing",12,20,NA,NA,NA,1,0,3,4,1,0,0,2021,"9_4_4","future_grazing","Bro_ere_future_grazing",1,0
"16955","9_4",4,"Bro_ere","future","grazing",NA,NA,NA,NA,NA,1,0,3,4,0,0,0,2021,"9_4_4","future_grazing","Bro_ere_future_grazing",NA,0
"16956","9_4",4,"Bro_ere","future","grazing",NA,NA,11,NA,NA,1,0,3,4,0,0,0,2021,"9_4_4","future_grazing","Bro_ere_future_grazing",NA,0
"16957","9_4",4,"Bro_ere","future","grazing",0.25,NA,NA,NA,NA,0,0,0,4,0,0,0,2021,"9_4_4","future_grazing","Bro_ere_future_grazing",1,0
"16976","9_4",5,"Bro_ere","future","grazing",NA,0.25,NA,NA,NA,0,0,8,4,0,0,1,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",NA,0
"16977","9_4",5,"Bro_ere","future","grazing",NA,0.5,NA,NA,NA,0,0,8,4,0,0,1,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",NA,0
"16978","9_4",5,"Bro_ere","future","grazing",NA,0.5,NA,NA,NA,0,0,8,4,0,0,1,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",NA,0
"16979","9_4",5,"Bro_ere","future","grazing",NA,0.25,NA,NA,NA,0,0,8,4,0,0,1,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",NA,0
"16980","9_4",5,"Bro_ere","future","grazing",42,36,41,NA,NA,7,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"16981","9_4",5,"Bro_ere","future","grazing",20,16,15,NA,NA,7,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"16982","9_4",5,"Bro_ere","future","grazing",12,9,2,NA,NA,7,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"16983","9_4",5,"Bro_ere","future","grazing",4,6,1,NA,NA,7,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"16984","9_4",5,"Bro_ere","future","grazing",81,81,43,NA,NA,7,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"16985","9_4",5,"Bro_ere","future","grazing",72,30,16,NA,NA,7,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"16986","9_4",5,"Bro_ere","future","grazing",2,4,NA,NA,NA,0,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"16987","9_4",5,"Bro_ere","future","grazing",0.5,0.25,NA,NA,NA,0,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"16988","9_4",5,"Bro_ere","future","grazing",1,0.25,NA,NA,NA,0,0,8,4,1,0,0,2021,"9_4_5","future_grazing","Bro_ere_future_grazing",1,0
"17008","9_4",6,"Bro_ere","future","grazing",NA,1.5,NA,NA,NA,0,0,4,4,0,0,1,2021,"9_4_6","future_grazing","Bro_ere_future_grazing",NA,0
"17009","9_4",6,"Bro_ere","future","grazing",91,63,34,NA,NA,6,0,4,4,1,0,0,2021,"9_4_6","future_grazing","Bro_ere_future_grazing",1,0
"17010","9_4",6,"Bro_ere","future","grazing",49,10.5,5,NA,NA,6,0,4,4,1,0,0,2021,"9_4_6","future_grazing","Bro_ere_future_grazing",1,0
"17011","9_4",6,"Bro_ere","future","grazing",64,72,24,NA,NA,6,0,4,4,1,0,0,2021,"9_4_6","future_grazing","Bro_ere_future_grazing",1,0
"17012","9_4",6,"Bro_ere","future","grazing",2,3,NA,NA,NA,0,0,4,4,1,0,0,2021,"9_4_6","future_grazing","Bro_ere_future_grazing",1,0
"17013","9_4",6,"Bro_ere","future","grazing",1,NA,NA,NA,NA,0,0,4,4,0,0,0,2021,"9_4_6","future_grazing","Bro_ere_future_grazing",1,0
"17014","9_4",6,"Bro_ere","future","grazing",4,2,NA,NA,NA,0,0,4,4,1,0,0,2021,"9_4_6","future_grazing","Bro_ere_future_grazing",1,0
"17015","9_4",6,"Bro_ere","future","grazing",0.25,5,NA,NA,NA,0,0,4,4,1,0,0,2021,"9_4_6","future_grazing","Bro_ere_future_grazing",1,0
"17028","9_4",7,"Bro_ere","future","grazing",NA,0.25,NA,NA,NA,0,0,3,4,0,0,1,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",NA,0
"17029","9_4",7,"Bro_ere","future","grazing",NA,0.25,NA,NA,NA,0,0,3,4,0,0,1,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",NA,0
"17030","9_4",7,"Bro_ere","future","grazing",72,56,32,NA,NA,5,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17031","9_4",7,"Bro_ere","future","grazing",9,6,5,NA,NA,5,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17032","9_4",7,"Bro_ere","future","grazing",90,100,35,NA,NA,5,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17033","9_4",7,"Bro_ere","future","grazing",4,2,0,NA,NA,5,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17034","9_4",7,"Bro_ere","future","grazing",4,6,0,NA,NA,5,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17035","9_4",7,"Bro_ere","future","grazing",3,0.25,NA,NA,NA,0,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17036","9_4",7,"Bro_ere","future","grazing",2,2,NA,NA,NA,0,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17037","9_4",7,"Bro_ere","future","grazing",1,6,NA,NA,NA,0,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17038","9_4",7,"Bro_ere","future","grazing",1.5,4,NA,NA,NA,0,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17039","9_4",7,"Bro_ere","future","grazing",0.25,0.5,NA,NA,NA,0,0,3,4,1,0,0,2021,"9_4_7","future_grazing","Bro_ere_future_grazing",1,0
"17045","9_4",8,"Bro_ere","future","grazing",NA,0.5,NA,NA,NA,0,0,1,4,0,0,1,2021,"9_4_8","future_grazing","Bro_ere_future_grazing",NA,0
"17046","9_4",8,"Bro_ere","future","grazing",NA,0.25,NA,NA,NA,0,0,1,4,0,0,1,2021,"9_4_8","future_grazing","Bro_ere_future_grazing",NA,0
"17047","9_4",8,"Bro_ere","future","grazing",12,7.5,3,NA,NA,3,0,1,4,1,0,0,2021,"9_4_8","future_grazing","Bro_ere_future_grazing",1,0
"17048","9_4",8,"Bro_ere","future","grazing",64,56,33,NA,NA,3,0,1,4,1,0,0,2021,"9_4_8","future_grazing","Bro_ere_future_grazing",1,0
"17049","9_4",8,"Bro_ere","future","grazing",16,30,13,NA,NA,3,0,1,4,1,0,0,2021,"9_4_8","future_grazing","Bro_ere_future_grazing",1,0
"17050","9_4",8,"Bro_ere","future","grazing",6,9,NA,NA,NA,0,0,1,4,1,0,0,2021,"9_4_8","future_grazing","Bro_ere_future_grazing",1,0
"17051","9_4",8,"Bro_ere","future","grazing",0.25,NA,NA,NA,NA,0,0,1,4,0,0,0,2021,"9_4_8","future_grazing","Bro_ere_future_grazing",1,0
"17056",NA,7,"Bro_ere","ambient","mowing",NA,9,NA,NA,NA,0,0,3,4,0,0,1,2021,"NA_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"17057",NA,7,"Bro_ere","ambient","mowing",NA,1,NA,NA,NA,0,0,3,4,0,0,1,2021,"NA_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"17058",NA,7,"Bro_ere","ambient","mowing",NA,1,NA,NA,NA,0,0,0,4,0,0,1,2021,"NA_7","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18532","1_1",1,"Bro_ere","ambient","mowing",12,25,4,NA,NA,0,3,7,2,1,0,0,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"18533","1_1",1,"Bro_ere","ambient","mowing",42,48,6,NA,NA,0,3,7,2,1,0,0,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",1,0
"18534","1_1",1,"Bro_ere","ambient","mowing",NA,12,NA,NA,NA,0,3,7,2,0,0,1,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18535","1_1",1,"Bro_ere","ambient","mowing",NA,1,NA,NA,NA,0,3,7,2,0,0,1,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18536","1_1",1,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18537","1_1",1,"Bro_ere","ambient","mowing",NA,4,NA,NA,NA,0,3,7,2,0,0,1,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18538","1_1",1,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18539","1_1",1,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18540","1_1",1,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18541","1_1",1,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18542","1_1",1,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_1","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18543","1_1",2,"Bro_ere","ambient","mowing",2,6,1,NA,NA,0,1,1,2,1,0,0,2019,"1_1_2","ambient_mowing","Bro_ere_ambient_mowing",1,0
"18544","1_1",3,"Bro_ere","ambient","mowing",16,30,15,NA,NA,0,0,3,2,1,0,0,2019,"1_1_3","ambient_mowing","Bro_ere_ambient_mowing",1,0
"18545","1_1",3,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_3","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18546","1_1",4,"Bro_ere","ambient","mowing",16,20,NA,NA,NA,0,0,1,2,1,0,0,2019,"1_1_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"18547","1_1",4,"Bro_ere","ambient","mowing",4,6,1,NA,NA,0,0,0,2,1,0,0,2019,"1_1_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"18548","1_1",4,"Bro_ere","ambient","mowing",1,4,NA,NA,NA,0,0,0,2,1,0,0,2019,"1_1_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"18549","1_1",4,"Bro_ere","ambient","mowing",9,12,NA,NA,NA,0,0,0,2,1,0,0,2019,"1_1_4","ambient_mowing","Bro_ere_ambient_mowing",1,0
"18550","1_1",4,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18551","1_1",4,"Bro_ere","ambient","mowing",NA,NA,NA,NA,NA,0,0,0,2,0,0,0,2019,"1_1_4","ambient_mowing","Bro_ere_ambient_mowing",NA,0
"18552","1_1",6,"Bro_ere","ambient","mowing",9,49,NA,NA,NA,1,2,2,2,1,0,0,2019,"1_1_6","ambient_mowing","Bro_ere_ambient_mowing",1,0
